rowid,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
1959,2011,Journalist,10/20/11,Media,Richard Brookhiser
1960,2011,Puppeteer,10/24/11,Media,Kevin Clash
1961,2011,Writer,10/25/11,Media,Walter Isaacson
1962,2011,physicist,10/26/11,Science,Lisa Randall
1963,2011,legal analyst,10/27/11,Misc,Andrew Napolitano
1964,2011,journalist,10/3/11,Media,Thomas Friedman
1965,2011,actress,10/31/11,Acting,Mindy Kaling
1966,2011,Author,10/4/11,Media,Michael Lewis
1967,2011,actor,10/5/11,Acting,Hugh Jackman
1968,2011,actor,10/6/11,Acting,Jason Sudeikis
1969,2011,former us secretary of state,11/1/11,Politician,Condoleezza Rice
1970,2011,actor,11/10/11,Acting,Adam Sandler
1971,2011,peace activist,11/14/11,Advocacy,Leymah Gbowee
1972,2011,Astronaut,11/15/11,Science,Mark Kelly
1973,2011,film actress,11/16/11,Acting,Diane Keaton
1974,2011,Director,11/17/11,Media,Martin Scorsese
1975,2011,Journalist,11/2/11,Media,Tom Brokaw
1976,2011,Author,11/28/11,Media,Merrill Markoe
1977,2011,actress,11/29/11,Acting,Betty White
1978,2011,singer-songwriter,11/3/11,Musician,Brad Paisley
1979,2011,singer-songwriter,11/30/11,Musician,Bono
1980,2011,actor,11/7/11,Acting,Clint Eastwood
1981,2011,us president,11/8/11,Politician,Bill Clinton
1982,2011,Minority Leader of the United States House of Representatives,11/9/11,Politician,Nancy Pelosi
1983,2011,sportscaster,12/1/11,Media,Bob Costas
1984,2011,chef,12/12/11,Misc,Anne Burrell
1985,2011,academic,12/13/11,Academic,Lawrence Lessig
1986,2011,us official,12/14/11,Government,Melody Barnes
1987,2011,actor,12/15/11,Acting,Matt Damon
1988,2011,photojournalist,12/5/11,Media,Ben Lowy
1989,2011,actor,12/6/11,Acting,Jonah Hill
1990,2011,actor,12/7/11,Acting,Ralph Fiennes
1991,2011,political figure,12/8/11,Politician,Ed Gillespie
1992,2011,Former Lieutenant Governor of Maryland,2/1/11,Politician,Michael Steele
1993,2011,economist,2/14/11,Academic,Edward Glaeser
1994,2011,actress,2/15/11,Acting,January Jones
1995,2011,journalist,2/16/11,Media,Brian Williams
1996,2011,political figure,2/17/11,Politician,Ed Gillespie
1997,2011,actor,2/2/11,Acting,Matthew Perry
1998,2011,journalist,2/21/11,Media,Lisa Ling
1999,2011,journalist,2/22/11,Media,Anderson Cooper
2000,2011,former secretary of defense,2/23/11,Politician,Donald Rumsfeld
2001,2011,economist,2/24/11,Academic,Austan Goolsbee
2002,2011,radio personality,2/28/11,Media,Howard Stern
2003,2011,ADMIRAL,2/3/11,Military,Admiral Michael Mullen
2004,2011,prince,3/1/11,Politician,Prince Zeid Ra'ad
2005,2011,actor,3/10/11,Acting,Trey Parker & Matt Stone
2006,2011,actor,3/10/11,Acting,Trey Parker & Matt Stone
2007,2011,professor,3/2/11,Academic,Allison Stanger
2008,2011,Author,3/21/11,Media,Sarah Vowell
2009,2011,author,3/22/11,Media,T.J. English
2010,2011,Comedian,3/23/11,Comedy,Richard Lewis
2011,2011,news anchor,3/24/11,media,Bret Baier
2012,2011,professor,3/28/11,Academic,Dr. Mansour El-Kikhia[4]
2013,2011,physician,3/29/11,Science,Dr. Miguel Angelo Laporta Nicolelis[6]
2014,2011,historian,3/3/11,Academic,Diane Ravitch
2015,2011,actor,3/30/11,Acting,Jake Gyllenhaal[8]
2016,2011,Stand-up comedian,3/31/11,Comedy,Norm Macdonald[10]
2017,2011,United States Senate member,3/7/11,Politician,Rand Paul
2018,2011,author,3/8/11,Media,Brian Christian
2019,2011,film actor,3/9/11,Acting,Aaron Eckhart
2020,2011,rock band,4/11/11,Musician,Foo Fighters
2021,2011,former governor of massachusetts,4/12/11,Politician,Deval Patrick
2022,2011,actor,4/13/11,Acting,Tracy Morgan
2023,2011,Comedian,4/14/11,Comedy,Ricky Gervais
2024,2011,journalist,4/25/11,Media,Gigi Ibrahim
2025,2011,us senator,4/26/11,Politician,Elizabeth Warren
2026,2011,us senator,4/27/11,Politician,Bernie Sanders
2027,2011,writer,4/28/11,Media,William Cohan
2028,2011,actor,4/4/11,Acting,Billy Crystal
2029,2011,stand-up comedian,4/5/11,Comedy,Colin Quinn
2030,2011,Former Governor of Arkansas,4/6/11,Politician,Mike Huckabee
2031,2011,celbrity chef,4/7/11,Misc,Jamie Oliver
2032,2011,actor,5/10/11,Acting,Will Ferrell
2033,2011,actor,5/11/11,Acting,Albert Brooks
2034,2011,actress,5/12/11,Acting,Kristen Wiig
2035,2011,journalist,5/16/11,Media,Jon Ronson
2036,2011,journalist,5/17/11,Media,Annie Jacobsen
2037,2011,Historian,5/18/11,Academic,Richard Beeman
2038,2011,EPA administrator,5/19/11,Government,Lisa P. Jackson
2039,2011,Lawyer,5/2/11,Misc,Philip K. Howard
2040,2011,television host,5/3/11,Media,Rachel Maddow
2041,2011,comedian,5/31/11,Comedy,Jimmy Fallon[12]
2042,2011,author,5/4/11,Media,David Barton
2043,2011,editor,5/5/11,Media,Jon Meacham
2044,2011,actress,5/9/11,Acting,Keira Knightley
2045,2011,former white house press secretary,6/1/11,Political Aide,Bill Moyers
2046,2011,journalist,6/13/11,Media,Alex Prud'homme
2047,2011,director,6/14/11,Media,J.J. Abrams
2048,2011,actor,6/15/11,Acting,Trey Parker & Matt Stone
2049,2011,actor,6/15/11,Acting,Trey Parker & Matt Stone
2050,2011,American football quarterback,6/2/11,Athletics,Tim Tebow
2051,2011,Former Mayor of New Orleans,6/20/11,Politician,Ray Nagin
2052,2011,actress,6/21/11,Acting,Cameron Diaz
2053,2011,Professor,6/22/11,Academic,Mitchell Zuckoff
2054,2011,journalist,6/23/11,Media,Bruce Headlam
2055,2011,actress,6/27/11,Acting,Jennifer Aniston
2056,2011,comedian,6/28/11,Comedy,Louis C.K.
2057,2011,actor,6/29/11,Acting,Tom Hanks
2058,2011,commentator,6/30/11,Media,Bill Kristol
2059,2011,Journalist,6/6/11,Media,Maziar Bahari
2060,2011,journalist,6/7/11,Media,Fareed Zakaria
2061,2011,television host,6/8/11,Media,Larry King
2062,2011,biographer,6/9/11,Media,Howard Wasdin
2063,2011,actor,7/11/11,Acting,Denis Leary
2064,2011,Singer,7/12/11,Musician,Kid Rock
2065,2011,Economist,7/13/11,Academic,Matthew Richardson
2066,2011,military,7/14/11,Military,Leroy Petry
2067,2011,actor,7/18/11,Acting,Daniel Radcliffe
2068,2011,Former President of Pakistan,7/19/11,Politician,Pervez Musharraf
2069,2011,actor,7/20/11,Acting,Steve Carell
2070,2011,author,7/21/11,Media,Scott Miller
2071,2011,actor,7/25/11,Acting,Neil Patrick Harris
2072,2011,journalist,7/26/11,Media,Juan Williams
2073,2011,Film actress,7/27/11,Acting,Rachel Weisz
2074,2011,Diplomat,7/28/11,Government,Peter Tomsen
2075,2011,actress,8/1/11,Acting,Freida Pinto
2076,2011,lawyer,8/10/11,Misc,John Coffee
2077,2011,Journalist,8/11/11,Media,Michael Wallis
2078,2011,television host,8/15/11,Media,Ali Velshi
2079,2011,actor,8/16/11,Acting,Matt Long
2080,2011,Former Lieutenant Governor of Maryland,8/17/11,Politician,Michael Steele
2081,2011,actress,8/18/11,Acting,Anne Hathaway
2082,2011,actor,8/2/11,Acting,Jason Bateman
2083,2011,economist,8/3/11,Academic,Austan Goolsbee
2084,2011,us senator,8/4/11,Politician,Dick Durbin
2085,2011,author,8/8/11,Media,Mark Adams
2086,2011,journalist,8/9/11,Media,Jay Bahadur
2087,2011,ADMIRAL,9/12/11,Military,Admiral Michael Mullen
2088,2011,journalist,9/13/11,Media,Jim Lehrer
2089,2011,hip-hop artist,9/14/11,Musician,Common
2090,2011,author,9/15/11,Media,Caroline Kennedy
2091,2011,Journalist,9/20/11,Media,Ron Suskind
2092,2011,Former Governor of Indiana,9/21/11,Politician,Mitch Daniels
2093,2011,former governor of michigan,9/22/11,Politician,Jennifer Granholm
2094,2011,Former U.S. Congressman,9/26/11,Politician,Ron Paul
2095,2011,actor,9/27/11,Acting,Seth Rogen
2096,2011,television host,9/28/11,Media,Bill O'Reilly
2097,2011,Singer,9/29/11,Musician,Tony Bennett
2098,2011,former governor of louisiana,9/6/11,Politician,Buddy Roemer
2099,2011,neurosurgeon,9/7/11,Science,Dr. Sanjay Gupta
2100,2011,actress,9/8/11,Acting,Marion Cotillard
2101,2012,legal analyst,1/10/12,Misc,Andrew Napolitano
2102,2012,former us senator,1/11/12,Politician,Jim DeMint
2103,2012,singer-songwriter,1/12/12,Musician,Dolly Parton
2104,2012,correspondent,1/16/12,Media,Jodi Kantor
2105,2012,actor,1/17/12,Acting,Liam Neeson
2106,2012,journalist,1/18/12,Media,Joe Nocera
2107,2012,actress,1/19/12,Acting,Elizabeth Banks
2108,2012,former hhs secretary,1/23/12,Politician,Kathleen Sebelius
2109,2012,us senator,1/24/12,Politician,Elizabeth Warren
2110,2012,Writer,1/25/12,Media,Paula Broadwell
2111,2012,actress,1/26/12,Acting,Tilda Swinton
2112,2012,basketball player,1/3/12,Athletics,Charles Barkley
2113,2012,television personality,1/30/12,Media,Lou Dobbs
2114,2012,professor,1/31/12,Academic,Jonathan Macey
2115,2012,historian,1/4/12,Academic,Elizabeth Dowling Taylor
2116,2012,author,1/5/12,Media,Craig Shirley
2117,2012,film director,1/9/12,Media,George Lucas
2118,2012,former governor of california,10/1/12,Politician,Arnold Schwarzenegger
2119,2012,Basketball player,10/10/12,Athletics,Magic Johnson
2120,2012,Film director,10/11/12,Media,Paul Thomas Anderson
2121,2012,author,10/15/12,Media,J. K. Rowling
2122,2012,author,10/16/12,Media,Eugene Jarecki
2123,2012,Statistician,10/17/12,Media,Nate Silver
2124,2012,president,10/18/12,Politician,President Barack Obama
2125,2012,actor,10/2/12,Acting,Liam Neeson
2126,2012,actor,10/22/12,Acting,D. L. Hughley
2127,2012,actor,10/23/12,Acting,Gerard Butler
2128,2012,military,10/24/12,Military,Dakota Meyer
2129,2012,Minority Leader of the United States House of Representatives,10/25/12,Politician,Nancy Pelosi
2130,2012,United States Senate member,10/3/12,Politician,Rand Paul
2131,2012,journalist,10/31/12,Media,Jon Ronson
2132,2012,television host,10/4/12,Media,Bill O'Reilly
2133,2012,Musician,10/8/12,Musician,Pete Townshend
2134,2012,actor,10/9/12,Acting,Ben Affleck
2135,2012,journalist,11/1/12,Media,Bob Woodruff
2136,2012,Former Governor of Arkansas,11/12/12,Politician,Mike Huckabee
2137,2012,actor,11/13/12,Acting,Jason Sudeikis
2138,2012,editor,11/14/12,Media,Jon Meacham
2139,2012,legal analyst,11/15/12,Misc,Andrew Napolitano
2140,2012,author,11/26/12,Media,David Nasaw
2141,2012,business magnate,11/27/12,Business,Warren Buffett and Carol Loomis
2142,2012,journalist,11/27/12,Media,Warren Buffett and Carol Loomis
2143,2012,Singer-songwriter,11/28/12,Musician,Neil Young
2144,2012,journalist,11/29/12,Media,Calvin Trillin
2145,2012,Reporter,11/5/12,Media,Martha Raddatz
2146,2012,,11/6/12,,Election Night: This Ends Now
2147,2012,Statistician,11/7/12,Media,Nate Silver
2148,2012,film director,11/8/12,Media,Katie Dellamaggiore and Pobo Efekoro
2149,2012,chess player,11/8/12,Misc,Katie Dellamaggiore and Pobo Efekoro
2150,2012,canon,12/10/12,Clergy,Bishop Gene Robinson
2151,2012,actress,12/11/12,Acting,Laura Linney
2152,2012,us senator,12/12/12,Politician,Cory Booker
2153,2012,actress,12/13/12,Acting,Kristen Stewart
2154,2012,actor,12/3/12,Acting,Denis Leary
2155,2012,Baseball player,12/4/12,Athletics,R.A. Dickey
2156,2012,former us senator,12/5/12,Politician,Alan Simpson
2157,2012,governor of new jersey,12/6/12,Politician,Chris Christie
2158,2012,actor,2/1/12,Acting,Brad Pitt
2159,2012,Journalist,2/1/12,Media,Masha Gessen
2160,2012,fbi agent,2/13/12,Government,Ali Soufan
2161,2012,Comedian,2/14/12,Comedy,Ricky Gervais
2162,2012,us representative,2/15/12,Politician,Louise Slaughter
2163,2012,us secetary of education,2/16/12,Politician,Arne Duncan
2164,2012,author,2/2/12,Media,David Agus
2165,2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2166,2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2167,2012,Former U.S. senator,2/21/12,Politician,Russ Feingold
2168,2012,historian,2/22/12,Academic,Bruce Bartlett
2169,2012,actor,2/23/12,Acting,Paul Rudd
2170,2012,Astrophysicist,2/27/12,Science,Neil deGrasse Tyson
2171,2012,Writer,2/28/12,Media,Stephen Merchant
2172,2012,professor,3/1/12,Academic,M. Cathleen Kaveny
2173,2012,political advocate,3/12/12,Advocacy,Grover Norquist
2174,2012,actor,3/13/12,Acting,Will Ferrell
2175,2012,Film actress,3/14/12,Acting,Rachel Weisz
2176,2012,,3/15/12,,None
2177,2012,Basketball player,3/26/12,Athletics,Shaquille O'Neal
2178,2012,Journalist,3/27/12,Media,Maria Goodavage
2179,2012,journalist,3/28/12,Media,Ahmed Rashid
2180,2012,television host,3/29/12,Media,Rachel Maddow
2181,2012,United States Secretary of Housing and Urban Development,3/5/12,Politician,Shaun Donovan
2182,2012,actress,3/6/12,Acting,Julianne Moore
2183,2012,activist,3/7/12,Advocacy,Cecile Richards
2184,2012,Author,3/8/12,Media,Trita Parsi
2185,2012,business magnate,4/10/12,Business,Elon Musk
2186,2012,Comedian,4/11/12,Comedy,Ricky Gervais
2187,2012,bassist,4/12/12,Musician,Esperanza Spalding
2188,2012,primatologist,4/16/12,Science,Jane Goodall
2189,2012,actress,4/17/12,Acting,Julia Louis-Dreyfus
2190,2012,Former United States Secretary of Labor,4/18/12,Politician,Robert Reich
2191,2012,author,4/19/12,Media,Judy Smith
2192,2012,Former President of the Maldives,4/2/12,Politician,Mohamed Nasheed
2193,2012,business person,4/23/12,Business,Ben Rattray
2194,2012,Former United States Secretary of State,4/24/12,Politician,Madeleine Albright
2195,2012,actor,4/25/12,Acting,Jason Segel
2196,2012,Freelance writer,4/26/12,Media,Robert Draper
2197,2012,Attorney,4/3/12,Misc,Tom Goldstein
2198,2012,Author,4/30/12,Media,Zach Wahls
2199,2012,law professor,4/4/12,Academic,Jack Goldsmith
2200,2012,chef,4/5/12,Misc,Anthony Bourdain
2201,2012,Reporter,4/9/12,Media,Tim Weiner
2202,2012,author,5/1/12,Media,David Barton
2203,2012,Journalist,5/10/12,Media,Robert Caro
2204,2012,us senator,5/2/12,Politician,Sen. Tom Coburn
2205,2012,first lady,5/29/12,Politician,First Lady Michelle Obama
2206,2012,Broadcaster,5/3/12,Media,Peter Bergen
2207,2012,journalist,5/30/12,Media,Dan Rather
2208,2012,actor,5/31/12,Acting,Jim Parsons
2209,2012,CHARACTER,5/7/12,Comedy,"Admiral General Aladeen"""
2210,2012,us permanent representative to nato,5/8/12,Government,Ambassador Ivo Daalder
2211,2012,priest,5/9/12,Clergy,John R. Hall
2212,2012,mayor of london,6/11/12,Politician,Boris Johnson
2213,2012,former us secretary of defense,6/12/12,Politician,Colin Powell
2214,2012,actress,6/13/12,Acting,Maggie Gyllenhaal
2215,2012,actress,6/14/12,Acting,Catherine Zeta-Jones
2216,2012,Journalist,6/18/12,Media,Parmy Olson
2217,2012,actor,6/19/12,Acting,Denis Leary
2218,2012,actor,6/20/12,Acting,Steve Carell
2219,2012,satirist,6/21/12,Media,Bassem Youssef
2220,2012,United States Senator,6/25/12,Politician,Marco Rubio
2221,2012,television Series Creator,6/26/12,Media,Seth MacFarlane
2222,2012,actor,6/27/12,Acting,Andrew Garfield
2223,2012,Rock duo,6/28/12,Musician,Tenacious D
2224,2012,author,6/4/12,Media,Thomas Mann & Norman Ornstein
2225,2012,author,6/4/12,Media,Thomas Mann & Norman Ornstein
2226,2012,former governor of new mexico,6/5/12,Politician,Gary Johnson
2227,2012,actor,6/6/12,Acting,Michael Fassbender
2228,2012,author,6/7/12,Media,Edward Conard
2229,2012,comedian,7/16/12,Comedy,Louis C.K.
2230,2012,American football wide receiver,7/17/12,Athletics,Victor Cruz
2231,2012,actress,7/18/12,Acting,Sigourney Weaver
2232,2012,journalist,7/19/12,Media,E.J. Dionne
2233,2012,journalist,7/23/12,Media,Fareed Zakaria
2234,2012,actor,7/24/12,Acting,Matthew McConaughey
2235,2012,economist,7/25/12,Academic,Joseph Stiglitz
2236,2012,Stand-up comedian,7/26/12,Comedy,"Zach the Erect"" Galifianakis & Will Ferrell"""
2237,2012,actor,7/26/12,Acting,"Zach the Erect"" Galifianakis & Will Ferrell"""
2238,2012,actress,7/30/12,Acting,Rashida Jones
2239,2012,economist,7/31/12,Academic,Dambisa Moyo
2240,2012,journalist,8/1/12,Media,Fred Guterl
2241,2012,actor,8/13/12,Acting,Robert Pattinson
2242,2012,Beach Volleyball Player,8/14/12,Athletics,Misty May-Treanor
2243,2012,journalist,8/15/12,Media,Brian Williams
2244,2012,actor,8/16/12,Acting,Rob Corddry
2245,2012,actress,8/2/12,Acting,Jessica Biel
2246,2012,United States Senator,8/28/12,Politician,Marco Rubio
2247,2012,author,8/29/12,Media,Herman Cain
2248,2012,Former Lieutenant Governor of Maryland,8/30/12,Politician,Michael Steele
2249,2012,,8/31/12,,none
2250,2012,Consultant,8/6/12,Political Aide,Tim Gunn
2251,2012,Author,8/7/12,Media,Saima Wahab
2252,2012,comedian,8/8/12,Comedy,Chris Rock
2253,2012,author,8/9/12,Media,Joanna Brooks
2254,2012,Diplomat,9/17/12,Government,Kofi Annan
2255,2012,Novelist,9/18/12,Media,Salman Rushdie
2256,2012,Product line,9/19/12,Misc,Pink
2257,2012,us president,9/20/12,Politician,Bill Clinton
2258,2012,king,9/25/12,Politician,Abdullah II bin Al-Hussein
2259,2012,actress,9/26/12,Acting,Olivia Wilde
2260,2012,basketball player,9/27/12,Athletics,Amar'e Stoudemire
2261,2012,Journalist,9/4/12,Media,Tom Brokaw
2262,2012,United States Senator,9/5/12,Politician,Kirsten Gillibrand
2263,2012,economist,9/6/12,Academic,Austan Goolsbee
2264,2012,,9/7/12,,none
2265,2013,actor,1/10/13,Acting,Josh Brolin
2266,2013,Musician,1/14/13,Musician,Roger Waters
2267,2013,journalist,1/15/13,Media,Bob Schieffer
2268,2013,actress,1/16/13,Acting,Jessica Chastain
2269,2013,actress,1/17/13,Acting,Lena Dunham
2270,2013,Associate Justice of the Supreme Court of the United States,1/21/13,Government,Sonia Sotomayor
2271,2013,actress,1/22/13,Acting,Jennifer Lopez
2272,2013,professor,1/23/13,Academic,Missy Cummings
2273,2013,actor,1/24/13,Acting,Christopher Walken
2274,2013,sportscaster,1/28/13,Media,Bob Costas
2275,2013,actress,1/29/13,Acting,Melissa McCarthy
2276,2013,former vice president,1/30/13,Politician,Al Gore
2277,2013,actor,1/31/13,Acting,Jason Bateman
2278,2013,actress,1/7/13,Acting,Anne Hathaway
2279,2013,armed forces officer,1/8/13,Military,Stanley McChrystal
2280,2013,actor,1/9/13,Acting,Jeff Bridges
2281,2013,actor,10/1/13,Acting,David Mitchell
2282,2013,biographer,10/10/13,Media,Brian Jay Jones
2283,2013,actress,10/2/13,Acting,Sandra Bullock
2284,2013,economist,10/21/13,Academic,Alan Greenspan
2285,2013,Journalist,10/22/13,Media,Malcolm Gladwell
2286,2013,columnist,10/23/13,Media,Charles Krauthammer
2287,2013,actor,10/24/13,Acting,Chiwetel Ejiofor
2288,2013,actor,10/28/13,Acting,Nick Offerman
2289,2013,us representative,10/29/13,Politician,Debbie Wasserman Schultz
2290,2013,actress,10/3/13,Acting,Kerry Washington
2291,2013,historian,10/30/13,Academic,Diane Ravitch
2292,2013,author,10/31/13,Media,Mark Fainaru-Wada
2293,2013,former hhs secretary,10/7/13,Politician,Kathleen Sebelius
2294,2013,activist,10/8/13,Advocacy,Malala Yousafzai
2295,2013,actor,10/9/13,Acting,Michael Fassbender
2296,2013,biographer,11/11/13,Media,Doris Kearns Goodwin
2297,2013,former us representative,11/12/13,Politician,Joe Scarborough
2298,2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2299,2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2300,2013,actor,11/14/13,Acting,Geoffrey Rush
2301,2013,actress,11/18/13,Acting,Elizabeth Olsen
2302,2013,comedian,11/19/13,Comedy,Bill Cosby
2303,2013,Journalist,11/20/13,Media,Tom Brokaw
2304,2013,actress,11/21/13,Acting,Jennifer Lawrence
2305,2013,journalist,11/4/13,Media,Bob Woodruff
2306,2013,actor,11/5/13,Acting,John Goodman
2307,2013,author,11/6/13,Media,Monique Brinson Demery
2308,2013,Film actor,11/7/13,Acting,Patrick Stewart
2309,2013,actress,12/10/13,Acting,Amy Adams
2310,2013,Professor,12/11/13,Academic,Reza Aslan
2311,2013,actress,12/12/13,Acting,Evangeline Lilly
2312,2013,film director,12/16/13,Media,Haifaa al-Mansour
2313,2013,businessman,12/17/13,Business,Erik Prince
2314,2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2315,2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2316,2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2317,2013,actor,12/19/13,Acting,Jonah Hill
2318,2013,actor,12/2/13,Acting,Ian McKellen
2319,2013,actor,12/3/13,Acting,Jared Leto
2320,2013,film director,12/4/13,Media,Jehane Noujaim
2321,2013,journalist,12/5/13,Media,Jorge Ramos
2322,2013,author,12/9/13,Media,Husain Haqqani
2323,2013,white house sommunications director,2/11/13,Political Aide,George Stephanopoulos
2324,2013,Baseball player,2/12/13,Athletics,Mike Piazza
2325,2013,afghan politician,2/13/13,Politician,Fawzia Koofi
2326,2013,United States Ambassador to the United Nations,2/14/13,Government,Susan Rice
2327,2013,actress,2/19/13,Acting,Alison Brie
2328,2013,author,2/20/13,Media,Helaine Olen
2329,2013,Journalist,2/21/13,Media,Steven Brill
2330,2013,singer,2/25/13,Musician,Donnie Wahlberg
2331,2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2332,2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2333,2013,Filmmaker,2/27/13,Media,R. J. Cutler
2334,2013,television host,2/28/13,Media,Rachel Maddow
2335,2013,Educator,2/4/13,Advocacy,Michelle Rhee
2336,2013,police officer,2/5/13,Government,Ray Kelly
2337,2013,businessman,2/6/13,Business,Ed Whitacre
2338,2013,Attorney at law,2/7/13,Misc,Neil Barofsky
2339,2013,actor,3/25/13,Acting,Peter Dinklage
2340,2013,Reporter,3/26/13,Media,Michael Moss
2341,2013,actress,3/27/13,Acting,Eva Mendes
2342,2013,journalist,3/28/13,Media,Denise Kiernan
2343,2013,actor,3/4/13,Acting,Paul Rudd
2344,2013,Former Associate Justice of the Supreme Court of the United States,3/5/13,Government,Sandra Day O'Connor
2345,2013,Astrophysicist,3/6/13,Science,Neil deGrasse Tyson
2346,2013,Football coach,3/7/13,Athletics,Tom Coughlin
2347,2013,Author,4/1/13,Media,Mary Roach
2348,2013,Filmmaker,4/10/13,Media,Ken Burns
2349,2013,television actress,4/11/13,Acting,Edie Falco
2350,2013,actor,4/16/13,Acting,Tom Cruise
2351,2013,Comedian,4/17/13,Comedy,Ricky Gervais
2352,2013,Journalist,4/18/13,Media,Mark Mazzetti
2353,2013,professor,4/2/13,Academic,Jonathan Sperber
2354,2013,actress,4/22/13,Acting,Christina Hendricks
2355,2013,Novelist,4/23/13,Media,Salman Rushdie
2356,2013,satirist,4/24/13,Media,Bassem Youssef
2357,2013,Academic,4/25/13,Academic,Vali Nasr
2358,2013,actor,4/29/13,Acting,Jon Hamm
2359,2013,Executive,4/3/13,Business,Sheryl Sandberg
2360,2013,actor,4/30/13,Acting,Robert Downey Jr.
2361,2013,film director,4/4/13,Media,Danny Boyle
2362,2013,former omb director,4/8/13,Government,David Stockman
2363,2013,former president,4/9/13,Politician,Jimmy Carter
2364,2013,former us senator,5/1/13,Politician,Kay Bailey Hutchison
2365,2013,director,5/13/13,Media,J. J. Abrams
2366,2013,actor,5/14/13,Acting,Nathan Lane
2367,2013,Former United States Senator,5/15/13,Politician,Olympia Snowe
2368,2013,journalist,5/16/13,Media,George Packer
2369,2013,author,5/2/13,Media,Eric Greitens
2370,2013,actress,5/20/13,Acting,Ellen Page
2371,2013,Basketball Coach,5/21/13,Athletics,Phil Jackson
2372,2013,television host,5/22/13,Media,Bill O' Reilly
2373,2013,actor,5/23/13,Acting,Morgan Freeman
2374,2013,journalist,5/6/13,Media,Christiane Amanpour
2375,2013,actress,5/7/13,Acting,Mindy Kaling
2376,2013,actress,5/8/13,Acting,Carey Mulligan
2377,2013,humorist,5/9/13,Media,David Sedaris
2378,2013,actor,6/10/13,Acting,Seth Rogen
2379,2013,satirist,6/11/13,Media,Armando Iannucci
2380,2013,Singer,6/12/13,Musician,Mavis Staples
2381,2013,journalist,6/13/13,Media,Fareed Zakaria
2382,2013,actress,6/17/13,Acting,Linda Cardellini
2383,2013,comedian,6/18/13,Comedy,Jim Gaffigan
2384,2013,writer,6/19/13,Media,Dawn Porter
2385,2013,Journalist,6/20/13,Media,Tom Brokaw
2386,2013,actress,6/24/13,Acting,Maggie Gyllenhaal
2387,2013,drummer,6/25/13,Musician,Questlove
2388,2013,film director,6/26/13,Media,Josh Fox
2389,2013,Attorney,6/27/13,Misc,Tom Goldstein
2390,2013,filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2391,2013,filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2392,2013,journalist,6/4/13,Media,Brian Williams
2393,2013,speechwriter,6/5/13,Political Aide,Jon Favreau
2394,2013,,6/6/13,,No Guest
2395,2013,screenwriter,7/15/13,Media,Aaron Sorkin
2396,2013,actor,7/16/13,Acting,Helen Mirren
2397,2013,Professor,7/17/13,Academic,Reza Aslan
2398,2013,Author,7/18/13,Media,Sarah Vowell
2399,2013,comedian,7/22/13,Comedy,Louis C.K.
2400,2013,diplomat,7/23/13,Government,Richard Haass
2401,2013,actress,7/24/13,Acting,Shailene Woodley
2402,2013,soccer manager,7/25/13,Athletics,Bob Bradley
2403,2013,Journalist,7/29/13,Media,Mark Leibovich
2404,2013,Consultant,7/30/13,Political Aide,Tim Gunn
2405,2013,actor,7/31/13,Acting,Hank Azaria
2406,2013,stand-up comedian,8/1/13,Comedy,Colin Quinn
2407,2013,United States Senate member,8/12/13,Politician,Rand Paul
2408,2013,film director,8/13/13,Media,Joshua Oppenheimer
2409,2013,actor,8/14/13,Acting,Regis Philbin
2410,2013,actor,8/15/13,Acting,Simon Pegg
2411,2013,Fiction writer,8/5/13,Media,Neal Thompson
2412,2013,actor,8/6/13,Acting,Liam Hemsworth
2413,2013,actress,8/7/13,Acting,Lake Bell
2414,2013,United States Senator,8/8/13,Politician,Kirsten Gillibrand
2415,2013,journalist,9/10/13,Media,Bill Dedman
2416,2013,actor,9/11/13,Acting,Bob Odenkirk & David Cross
2417,2013,stand-up comedian,9/11/13,Comedy,Bob Odenkirk & David Cross
2418,2013,actor,9/12/13,Acting,Billy Crystal
2419,2013,Former United States Secretary of Labor,9/16/13,Politician,Robert Reich
2420,2013,actor,9/17/13,Acting,Jake Gyllenhaal
2421,2013,actor,9/18/13,Acting,Hugh Jackman
2422,2013,coorespondant,9/19/13,Media,Chelsea Clinton
2423,2013,Ethologist,9/24/13,Academic,Richard Dawkins
2424,2013,rock band,9/25/13,Musician,Atoms for Peace
2425,2013,actor,9/26/13,Acting,Robin Williams
2426,2013,united nations official,9/3/13,Government,Andrew Harper
2427,2013,television host,9/30/13,Media,Bill O'Reilly
2428,2013,Astrophysicist,9/4/13,Science,Mario Livio
2429,2013,actor,9/5/13,Acting,Michael C. Hall
